IDX,IPC,CYCLE,INSTNUM,REGR,REGW,ROBR,ROBW,MEMR,MEMW,BRANCH,LOADDEP,STOREDEP,PVF
122,0.959834,244000.0,233732,262581,146997,456377,524444,22844,16180,30833.0,24398.0,16837.0,0.47401
123,0.962209,246000.0,236231,265180,148472,460947,529738,23018,16271,31116.0,24572.0,16928.0,0.47135
124,0.964591,248000.0,238741,267794,149955,465529,535059,23196,16365,31402.0,24751.0,17022.0,0.47394
125,0.96687,250000.0,241235,270386,151425,470093,540355,23369,16455,31683.0,24923.0,17112.0,0.47394
126,0.969141,252000.0,243737,272987,152899,474667,545646,23543,16546,31967.0,25097.0,17203.0,0.4722
127,0.971404,254000.0,246245,275596,154381,479247,550971,23722,16640,32252.0,25276.0,17297.0,0.47153
128,0.97358,256000.0,248740,278196,155856,483812,556265,23894,16730,32534.0,25450.0,17388.0,0.4733
129,0.975738,258000.0,251239,280788,157325,488382,561556,24068,16821,32817.0,25622.0,17478.0,0.4733
130,0.977914,260000.0,253751,283459,158836,492993,566908,24243,16927,33140.0,25802.0,17585.0,0.45576
131,0.98045,262000.0,256366,286547,160549,497816,572700,24510,17147,33605.0,26074.0,17811.0,0.32908
132,0.980461,264000.0,258326,289491,162193,502123,577869,25138,17619,34075.0,26700.0,18279.0,0.32908
133,0.977542,266000.0,259508,291274,163186,505502,580991,25514,17903,34358.0,27079.0,18561.0,0.33268
134,0.979754,268000.0,262051,294696,164999,510306,587113,25986,18364,34797.0,27557.0,19026.0,0.33268
135,0.982806,270000.0,264829,298214,166822,515400,593646,26377,18711,35306.0,27956.0,19372.0,0.43207
136,0.985372,272000.0,267487,301284,168524,520236,599645,26681,18949,35672.0,28273.0,19612.0,0.43119
137,0.987354,274000.0,269996,303893,170004,524817,604958,26860,19043,35957.0,28452.0,19706.0,0.4349
138,0.989374,276000.0,272523,306516,171507,529409,610324,27057,19147,36246.0,28654.0,19811.0,0.4349
139,0.991278,278000.0,275026,309129,172998,533993,615678,27254,19252,36529.0,28860.0,19918.0,0.46459
140,0.993143,280000.0,277526,311735,174476,538564,620988,27431,19345,36812.0,29037.0,20011.0,0.46419
141,0.994851,282000.0,279989,314293,175933,543110,626251,27612,19447,37100.0,29225.0,20115.0,0.45599
142,0.996662,284000.0,282488,316893,177408,547679,631550,27785,19537,37382.0,29399.0,20206.0,0.45599
143,0.998448,286000.0,284987,319485,178878,552249,636846,27959,19628,37665.0,29571.0,20296.0,0.47239
144,1.000247,288000.0,287497,322096,180359,556831,642160,28138,19722,37950.0,29750.0,20390.0,0.47329
145,1.001976,290000.0,289994,324698,181836,561398,647456,28310,19812,38233.0,29924.0,20481.0,0.47236
146,1.003682,292000.0,292491,327290,183306,565966,652751,28484,19903,38515.0,30096.0,20571.0,0.47236
147,1.005402,294000.0,294999,329900,184787,570546,658069,28663,19997,38800.0,30275.0,20665.0,0.47234
148,1.007065,296000.0,297497,332498,186262,575115,663367,28836,20088,39084.0,30449.0,20756.0,0.47347
149,1.008705,298000.0,299995,335098,187735,579683,668664,29009,20178,39366.0,30623.0,20847.0,0.47141
150,1.010354,300000.0,302502,337707,189214,584262,673972,29188,20272,39650.0,30800.0,20940.0,0.47141
151,1.011961,302000.0,305003,340300,190687,588834,679274,29362,20363,39934.0,30974.0,21031.0,0.47168
152,1.01353,304000.0,307499,342904,192164,593400,684569,29534,20453,40216.0,31148.0,21122.0,0.47297
153,1.015118,306000.0,310007,345507,193639,597980,689878,29713,20547,40501.0,31325.0,21215.0,0.47348
154,1.016653,308000.0,312505,348104,195114,602549,695179,29887,20638,40784.0,31499.0,21306.0,0.47348
155,1.018149,310000.0,314997,350722,196602,607127,700495,30065,20733,41079.0,31682.0,21402.0,0.46128
156,1.019867,312000.0,317564,353571,198168,611832,705919,30207,20875,41507.0,31825.0,21545.0,0.33361
157,1.017988,314000.0,319011,355726,199382,615532,709726,30654,21201,41845.0,32276.0,21874.0,0.33361
158,1.016514,316000.0,320578,358087,200696,619370,713859,31155,21579,42220.0,32776.0,22248.0,0.33906
159,1.018515,318000.0,323242,361823,202729,624358,720438,31741,22115,42722.0,33370.0,22788.0,0.33906
160,1.020948,320000.0,326052,365410,204590,629502,727087,32147,22468,43232.0,33783.0,23140.0,0.43713
161,1.023114,322000.0,328786,368617,206331,634433,733305,32502,22763,43639.0,34146.0,23436.0,0.42635
162,1.024527,324000.0,331285,371218,207805,639003,738598,32676,22854,43922.0,34320.0,23527.0,0.43444
163,1.025997,326000.0,333808,373836,209304,643591,743961,32872,22958,44210.0,34522.0,23632.0,0.43444
164,1.027384,328000.0,336310,376473,210804,648169,749316,33063,23055,44491.0,34729.0,23733.0,0.46562
165,1.028742,330000.0,338808,379060,212279,652747,754637,33245,23156,44776.0,34906.0,23836.0,0.46013
166,1.029921,332000.0,341252,381607,213731,657287,759910,33425,23257,45060.0,35095.0,23940.0,0.45319
167,1.031248,334000.0,343750,384197,215199,661856,765205,33599,23348,45343.0,35267.0,24030.0,0.45319
168,1.032595,336000.0,346260,386809,216681,666438,770522,33778,23442,45628.0,35446.0,24124.0,0.47238
169,1.033896,338000.0,348760,389410,218157,671009,775819,33951,23533,45912.0,35620.0,24215.0,0.47404
170,1.035164,340000.0,351254,392002,219627,675573,781110,34124,23623,46193.0,35792.0,24305.0,0.4726
171,1.036462,342000.0,353763,394614,221108,680154,786429,34303,23717,46478.0,35971.0,24399.0,0.4726
172,1.037721,344000.0,356264,397211,222583,684726,791731,34477,23808,46762.0,36145.0,24490.0,0.47278
173,1.038945,346000.0,358758,399809,224055,689290,797023,34649,23898,47044.0,36319.0,24583.0,0.4716
174,1.040201,348000.0,361268,402419,225535,693872,802334,34828,23992,47329.0,36496.0,24674.0,0.4716
175,1.041414,350000.0,363768,405012,227008,698443,807636,35002,24083,47612.0,36670.0,24765.0,0.47275
176,1.042596,352000.0,366262,407619,228484,703007,812937,35174,24173,47894.0,36847.0,24858.0,0.47351
177,1.043805,354000.0,368770,410220,229961,707587,818242,35353,24267,48179.0,37021.0,24949.0,0.4721
178,1.044975,356000.0,371269,412817,231436,712157,823541,35527,24358,48462.0,37195.0,25040.0,0.4721
179,1.046142,358000.0,373772,415423,232912,716730,828853,35701,24451,48746.0,37374.0,25134.0,0.47335
180,1.047286,360000.0,376271,418022,234388,721301,834151,35878,24542,49029.0,37546.0,25224.0,0.4633
181,1.048555,362000.0,378820,420845,235955,725992,839562,36029,24679,49444.0,37702.0,25362.0,0.33225
182,1.048847,364000.0,381019,423958,237697,730530,845126,36601,25107,49930.0,38278.0,25790.0,0.33225
183,1.049739,366000.0,383438,427600,239736,735397,851533,37372,25687,50512.0,39051.0,26377.0,0.33247
184,1.05108,368000.0,386026,430936,241482,740204,857672,37743,26088,50931.0,39456.0,26781.0,0.43812
185,1.052746,370000.0,388739,434393,243276,745229,864105,38137,26428,51421.0,39863.0,27122.0,0.43812
186,1.054261,372000.0,391403,437324,244925,750019,869949,38417,26613,51743.0,40145.0,27306.0,0.43515
187,1.055402,374000.0,393933,439952,246428,754614,875318,38613,26717,52031.0,40346.0,27411.0,0.43408
188,1.056472,376000.0,396441,442568,247912,759193,880637,38790,26810,52316.0,40525.0,27505.0,0.46585
189,1.057538,378000.0,398952,445190,249405,763779,885992,38989,26916,52598.0,40727.0,27611.0,0.46585
190,1.058585,380000.0,401460,447798,250888,768359,891310,39167,27010,52884.0,40906.0,27705.0,0.46315
191,1.059338,382000.0,403860,450300,252317,772858,896510,39340,27107,53162.0,41088.0,27805.0,0.44794
192,1.06035,384000.0,406362,452903,253792,777431,901816,39518,27200,53445.0,41265.0,27898.0,0.47225
193,1.06135,386000.0,408864,455508,255268,782004,907114,39692,27291,53728.0,41439.0,27989.0,0.47225
194,1.062341,388000.0,411366,458102,256742,786577,912417,39866,27382,54012.0,41613.0,28080.0,0.47195
195,1.063316,390000.0,413866,460708,258220,791148,917722,40043,27475,54295.0,41790.0,28173.0,0.4729
196,1.064292,392000.0,416370,463309,259694,795723,923023,40217,27566,54579.0,41964.0,28264.0,0.47289
197,1.065242,394000.0,418868,465906,261169,800292,928322,40391,27657,54862.0,42138.0,28355.0,0.47289
198,1.066193,396000.0,421370,468516,262649,804865,933634,40568,27750,55146.0,42317.0,28449.0,0.47274
199,1.067129,398000.0,423870,471110,264121,809436,938929,40742,27841,55429.0,42489.0,28539.0,0.47245
200,1.068058,400000.0,426371,473711,265596,814008,944229,40916,27932,55712.0,42663.0,28630.0,0.47269
201,1.068983,402000.0,428874,476322,267078,818582,949540,41093,28025,55996.0,42842.0,28724.0,0.47269
202,1.069892,404000.0,431374,478915,268549,823153,954838,41267,28116,56279.0,43014.0,28814.0,0.47377
203,1.070796,406000.0,433876,481516,270023,827726,960134,41441,28207,56563.0,43188.0,28905.0,0.47323
204,1.071697,408000.0,436380,484123,271505,832302,965449,41619,28301,56848.0,43367.0,28999.0,0.47323
205,1.072596,410000.0,438887,486790,273010,836909,970793,41789,28407,57174.0,43542.0,29106.0,0.46538
206,1.073185,412000.0,441270,489575,274554,841464,976043,42003,28585,57590.0,43763.0,29290.0,0.37329
207,1.073487,414000.0,443537,492969,276448,846137,982009,42727,29131,58133.0,44483.0,29830.0,0.37329
208,1.071,416000.0,444647,494652,277387,849434,984955,43084,29395,58401.0,44843.0,30100.0,0.32981
209,1.071585,418000.0,447029,497860,279088,854064,990687,43525,29835,58798.0,45292.0,30537.0,0.32981
210,1.072974,420000.0,449750,501317,280887,859110,997152,43914,30176,59292.0,45694.0,30880.0,0.41275
211,1.073709,422000.0,452201,504184,282471,863629,1002726,44202,30405,59646.0,45993.0,31111.0,0.40322
212,1.074576,424000.0,454711,506790,283947,868211,1008044,44381,30499,59931.0,46170.0,31204.0,0.43422
213,1.075446,426000.0,457226,509402,285445,872794,1013392,44577,30603,60219.0,46371.0,31309.0,0.43422
214,1.076295,428000.0,459735,512033,286940,877374,1018739,44773,30704,60500.0,46572.0,31412.0,0.46555
215,1.077103,430000.0,462230,514617,288409,881942,1024037,44950,30801,60786.0,46750.0,31509.0,0.4656
216,1.07766,432000.0,464620,517120,289841,886441,1029235,45123,30898,61063.0,46931.0,31610.0,0.44866
217,1.078477,434000.0,467125,519729,291323,891016,1034551,45300,30992,61348.0,47110.0,31704.0,0.44866
218,1.079268,436000.0,469622,522322,292794,895585,1039843,45474,31082,61630.0,47282.0,31794.0,0.47332
219,1.080066,438000.0,472125,524923,294268,900159,1045141,45648,31173,61914.0,47456.0,31885.0,0.47339
220,1.080864,440000.0,474631,527532,295750,904737,1050463,45827,31267,62199.0,47635.0,31979.0,0.47316
221,1.081629,442000.0,477126,530130,297223,909302,1055757,45999,31357,62481.0,47809.0,32070.0,0.47316
222,1.082399,444000.0,479626,532724,298694,913873,1061052,46173,31448,62764.0,47981.0,32160.0,0.47262
223,1.083184,446000.0,482136,535335,300176,918455,1066369,46352,31542,63049.0,48160.0,32254.0,0.47407
224,1.083926,448000.0,484630,537936,301652,923019,1071661,46524,31632,63331.0,48334.0,32345.0,0.4722
225,1.084673,450000.0,487129,540528,303122,927589,1076958,46698,31723,63614.0,48506.0,32435.0,0.4722
226,1.085436,452000.0,489638,543139,304604,932170,1082277,46877,31817,63899.0,48685.0,32529.0,0.47226
227,1.086168,454000.0,492136,545737,306079,936739,1087570,47050,31908,64183.0,48859.0,32620.0,0.47374
228,1.086891,456000.0,494633,548336,307551,941306,1092869,47223,31998,64465.0,49033.0,32711.0,0.47374
229,1.087631,458000.0,497141,550946,309031,945886,1098180,47402,32092,64749.0,49210.0,32804.0,0.47286
230,1.088346,460000.0,499640,553539,310504,950456,1103480,47576,32183,65033.0,49384.0,32895.0,0.46865
231,1.08913,462000.0,502174,556351,312063,955129,1108874,47725,32320,65447.0,49539.0,33033.0,0.32664
232,1.089837,464000.0,504675,559922,314062,960034,1115244,48396,32819,66006.0,50217.0,33538.0,0.32664
233,1.091036,466000.0,507408,563949,316286,965142,1122242,49181,33491,66569.0,51002.0,34207.0,0.33212
234,1.092148,468000.0,510105,567387,318076,970160,1128655,49569,33832,67058.0,51399.0,34553.0,0.43192
235,1.093318,470000.0,512834,570837,319898,975186,1135117,49960,34174,67533.0,51820.0,34901.0,0.43093
236,1.093967,472000.0,515322,573425,321376,979748,1140422,50152,34279,67814.0,52000.0,35001.0,0.43093
237,1.094687,474000.0,517846,576048,322877,984337,1145782,50348,34383,68102.0,52201.0,35106.0,0.43348
238,1.095356,476000.0,520349,578644,324352,988911,1151086,50522,34474,68386.0,52375.0,35197.0,0.46688
239,1.095695,478000.0,522697,581106,325756,993215,1156110,50713,34577,68652.0,52572.0,35302.0,0.47465
240,1.096344,480000.0,525195,583702,327230,997784,1161408,50887,34668,68935.0,52746.0,35393.0,0.47465
241,1.096489,482000.0,527453,586055,328575,1002013,1166291,51052,34761,69197.0,52918.0,35489.0,0.44063
242,1.09714,484000.0,529956,588656,330051,1006587,1171597,51226,34852,69481.0,53092.0,35580.0,0.47234
243,1.097777,486000.0,532455,591260,331527,1011157,1176901,51403,34945,69764.0,53269.0,35673.0,0.47234
244,1.098414,488000.0,534956,593861,333001,1015729,1182196,51577,35036,70047.0,53443.0,35764.0,0.47312
245,1.099051,490000.0,537460,596457,334476,1020304,1187502,51751,35127,70331.0,53617.0,35855.0,0.47186
246,1.099675,492000.0,539960,599064,335955,1024875,1192813,51928,35220,70615.0,53795.0,35949.0,0.47245
247,1.100295,494000.0,542461,601664,337428,1029447,1198104,52102,35311,70898.0,53968.0,36039.0,0.47245
248,1.100909,496000.0,544961,604262,338904,1034018,1203404,52276,35402,71181.0,54142.0,36130.0,0.47269
249,1.101522,498000.0,547463,606873,340385,1038591,1208719,52453,35495,71465.0,54321.0,36224.0,0.47397
250,1.102124,500000.0,549962,609465,341855,1043161,1214015,52627,35586,71748.0,54493.0,36314.0,0.47323
251,1.102727,502000.0,552465,612070,343331,1047736,1219313,52801,35677,72031.0,54667.0,36405.0,0.47323
252,1.103335,504000.0,554972,614678,344813,1052315,1224629,52979,35771,72317.0,54846.0,36499.0,0.47299
253,1.103917,506000.0,557468,617271,346284,1056881,1229927,53152,35861,72599.0,55018.0,36589.0,0.47268
254,1.104506,508000.0,559970,619871,347757,1061454,1235226,53326,35952,72882.0,55192.0,36680.0,0.47361
255,1.105112,510000.0,562483,622568,349277,1066074,1240583,53497,36064,73221.0,55368.0,36793.0,0.47361
256,1.105895,512000.0,565089,625751,351045,1070933,1246507,53839,36339,73705.0,55716.0,37068.0,0.33476
257,1.105393,514000.0,567039,628694,352689,1075231,1251665,54465,36807,74173.0,56344.0,37539.0,0.33364
258,1.106736,516000.0,569937,632769,354909,1080489,1258836,55127,37402,74733.0,57009.0,38135.0,0.33364
259,1.107813,518000.0,572703,636315,356749,1085589,1265417,55528,37749,75234.0,57422.0,38484.0,0.43007
260,1.108821,520000.0,575437,639536,358493,1090528,1271662,55889,38045,75641.0,57789.0,38780.0,0.43873
261,1.109375,522000.0,577939,642139,359968,1095101,1276958,56063,38136,75924.0,57963.0,38871.0,0.4466
